table_id,Category,Universe,Table Name,Measure
B25011,Housing,occupied housing units,TENURE BY HOUSEHOLD TYPE  AND AGE OF HOUSEHOLDER,Housing Units
B25012,Housing,occupied housing units,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,Housing Units
B25013,Housing,occupied housing units,TENURE BY EDUCATIONAL ATTAINMENT OF HOUSEHOLDER,Housing Units
B25014,Housing,occupied housing units,TENURE BY OCCUPANTS PER ROOM,Housing Units
B25014A,Housing,occupied housing units with a householder who is white alone,OCCUPANTS PER ROOM,Housing Units
B25014B,Housing,occupied housing units with a householder who is black or african american alone,OCCUPANTS PER ROOM,Housing Units
B25014C,Housing,occupied housing units with a householder who is american indian and alaska native alone,OCCUPANTS PER ROOM,Housing Units
B25014D,Housing,occupied housing units with a householder who is asian alone,OCCUPANTS PER ROOM,Housing Units
B25014E,Housing,occupied housing units with a householder who is native hawaiian and other pacific islander alone,OCCUPANTS PER ROOM,Housing Units
B25014F,Housing,occupied housing units with a householder who is some other race alone,OCCUPANTS PER ROOM,Housing Units
B25014G,Housing,occupied housing units with a householder who is two or more races,OCCUPANTS PER ROOM,Housing Units
B25014H,Housing,"occupied housing units with a householder who is white alone, not hispanic or latino",OCCUPANTS PER ROOM,Housing Units
B25014I,Housing,occupied housing units with a householder who is hispanic or latino,OCCUPANTS PER ROOM,Housing Units
B25015,Housing,occupied housing units,TENURE BY AGE OF HOUSEHOLDER BY OCCUPANTS PER ROOM,Housing Units
B25016,Housing,occupied housing units,TENURE BY PLUMBING FACILITIES BY OCCUPANTS PER ROOM,Housing Units
B25017,Housing,housing units,ROOMS,Housing Units
B25018,Housing,housing units,MEDIAN NUMBER OF ROOMS,Median Rooms
B25019,Housing,housing units,AGGREGATE NUMBER OF ROOMS,Aggregate Rooms
B25020,Housing,occupied housing units,TENURE BY ROOMS,Housing Units
B25021,Housing,occupied housing units,MEDIAN NUMBER OF ROOMS BY TENURE,Median Rooms
B25022,Housing,occupied housing units,AGGREGATE NUMBER OF ROOMS BY TENURE,Aggregate Rooms
B25023,Housing,vacant housing units,AGGREGATE NUMBER OF ROOMS BY VACANCY STATUS,Aggregate Rooms
B25024,Housing,housing units,UNITS IN STRUCTURE,Housing Units
B25026,Housing,total population in occupied housing units,TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE BY YEAR HOUSEHOLDER MOVED INTO UNIT,Individuals
B25027,Housing,owner-occupied housing units,MORTGAGE STATUS BY AGE OF HOUSEHOLDER,Housing Units
B25031,Housing,renter-occupied housing units paying cash rent,MEDIAN GROSS RENT BY BEDROOMS,Median Rent
B25032,Housing,occupied housing units,TENURE BY UNITS IN STRUCTURE,Housing Units
B25032A,Housing,occupied housing units with a householder who is white alone,UNITS IN STRUCTURE,Housing Units
B25032B,Housing,occupied housing units with a householder who is black or african american alone,UNITS IN STRUCTURE,Housing Units
B25032C,Housing,occupied housing units with a householder who is american indian and alaska native alone,UNITS IN STRUCTURE,Housing Units
B25032D,Housing,occupied housing units with a householder who is asian alone,UNITS IN STRUCTURE,Housing Units
B25032E,Housing,occupied housing units with a householder who is native hawaiian and other pacific islander alone,UNITS IN STRUCTURE,Housing Units
B25032F,Housing,occupied housing units with a householder who is some other race alone,UNITS IN STRUCTURE,Housing Units
B25032G,Housing,occupied housing units with a householder who is two or more races,UNITS IN STRUCTURE,Housing Units
B25032H,Housing,"occupied housing units with a householder who is white alone, not hispanic or latino",UNITS IN STRUCTURE,Housing Units
B25032I,Housing,occupied housing units with a householder who is hispanic or latino,UNITS IN STRUCTURE,Housing Units
B25033,Housing,total population in occupied housing units,TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE BY UNITS IN STRUCTURE,Individuals
B25034,Housing,housing units,YEAR STRUCTURE BUILT,Housing Units
B25035,Housing,housing units,MEDIAN YEAR STRUCTURE BUILT,Median Year Structure Built
B25036,Housing,occupied housing units,TENURE BY YEAR STRUCTURE BUILT,Housing Units
B25037,Housing,occupied housing units,MEDIAN YEAR STRUCTURE BUILT BY TENURE,Median Year Structure Built
B25038,Housing,occupied housing units,TENURE BY YEAR HOUSEHOLDER MOVED INTO UNIT,Housing Units
B25039,Housing,occupied housing units,MEDIAN YEAR HOUSEHOLDER MOVED INTO UNIT BY TENURE,Median Year Moved Into Home
B25040,Housing,occupied housing units,HOUSE HEATING FUEL,Housing Units
B25041,Housing,housing units,BEDROOMS,Housing Units
B25042,Housing,occupied housing units,TENURE BY BEDROOMS,Housing Units
B25043,Housing,occupied housing units,TENURE BY TELEPHONE SERVICE AVAILABLE BY AGE OF HOUSEHOLDER,Housing Units
B25044,Housing,occupied housing units,TENURE BY VEHICLES AVAILABLE,Housing Units
B25045,Housing,occupied housing units,TENURE BY VEHICLES AVAILABLE BY AGE OF HOUSEHOLDER,Housing Units
B25046,Housing,occupied housing units,AGGREGATE NUMBER OF VEHICLES AVAILABLE BY TENURE,Aggregate Number of Vehicles
B25047,Housing,housing units,PLUMBING FACILITIES FOR ALL HOUSING UNITS,Housing Units
B25048,Housing,occupied housing units,PLUMBING FACILITIES FOR OCCUPIED HOUSING UNITS,Housing Units
B25049,Housing,occupied housing units,TENURE BY PLUMBING FACILITIES,Housing Units
B25050,Housing,occupied housing units,PLUMBING FACILITIES BY OCCUPANTS PER ROOM BY YEAR STRUCTURE BUILT,Housing Units
B25051,Housing,housing units,KITCHEN FACILITIES FOR ALL HOUSING UNITS,Housing Units
B25052,Housing,occupied housing units,KITCHEN FACILITIES FOR OCCUPIED HOUSING UNITS,Housing Units
B25053,Housing,occupied housing units,TENURE BY KITCHEN FACILITIES,Housing Units
B25054,Housing,renter-occupied housing units paying cash rent,KITCHEN FACILITIES BY MEALS INCLUDED IN RENT,Housing Units
B25055,Housing,renter-occupied housing units paying cash rent,AGE OF HOUSEHOLDER BY MEALS INCLUDED IN RENT,Housing Units
B25056,Housing,renter-occupied housing units,CONTRACT RENT,Housing Units
B25057,Housing,renter-occupied housing units paying cash rent,LOWER CONTRACT RENT QUARTILE,Lower Rent Quartile
B25058,Housing,renter-occupied housing units paying cash rent,MEDIAN CONTRACT RENT,Median Rent
B25059,Housing,renter-occupied housing units paying cash rent,UPPER CONTRACT RENT QUARTILE,Upper Rent Quartile
B25060,Housing,renter-occupied housing units paying cash rent,AGGREGATE CONTRACT RENT,Aggregate Rent
B25061,Housing,"vacant-for-rent and rented, not occupied housing units",RENT ASKED,Housing Units
B25062,Housing,"vacant-for-rent and rented, not occupied housing units",AGGREGATE RENT ASKED,Aggregate Rent Asked
B25063,Housing,renter-occupied housing units,GROSS RENT,Housing Units
B25064,Housing,renter-occupied housing units paying cash rent,MEDIAN GROSS RENT,Median Rent
B25065,Housing,renter-occupied housing units paying cash rent,AGGREGATE GROSS RENT,Aggregate Rent
B25066,Housing,renter-occupied housing units paying cash rent,AGGREGATE GROSS RENT  BY UNITS IN STRUCTURE,Aggregate Rent
B25067,Housing,renter-occupied housing units paying cash rent,AGGREGATE GROSS RENT  BY MEALS INCLUDED IN RENT,Aggregate Rent
B25068,Housing,renter-occupied housing units,BEDROOMS BY GROSS RENT,Housing Units
B25069,Housing,renter-occupied housing units,INCLUSION OF UTILITIES IN RENT,Housing Units
B25070,Housing,renter-occupied housing units,GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Housing Units
B25071,Housing,renter-occupied housing units paying cash rent,MEDIAN GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Median Rent as % of Household Income
B25072,Housing,renter-occupied housing units,AGE OF HOUSEHOLDER BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Housing Units
B25073,Housing,renter-occupied housing units,UNITS IN STRUCTURE BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Housing Units
B25074,Housing,renter-occupied housing units,HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Housing Units
B25075,Housing,owner-occupied housing units,VALUE,Housing Units
B25076,Housing,owner-occupied housing units,LOWER VALUE QUARTILE,Lower Home Value Quartile
B25077,Housing,owner-occupied housing units,MEDIAN VALUE,Median Home Value
B25078,Housing,owner-occupied housing units,UPPER VALUE QUARTILE,Upper Home Value Quartile
B25079,Housing,owner-occupied housing units,AGGREGATE VALUE  BY AGE OF HOUSEHOLDER,Aggregate Home Value
B25080,Housing,owner-occupied housing units,AGGREGATE VALUE  BY UNITS IN STRUCTURE,Aggregate Home Value
B25081,Housing,owner-occupied housing units,MORTGAGE STATUS,Housing Units
B25082,Housing,owner-occupied housing units,AGGREGATE VALUE  BY MORTGAGE STATUS,Aggregate Home Value
B25083,Housing,owner-occupied mobile homes,MEDIAN VALUE  FOR MOBILE HOMES,Median Home Value
B25085,Housing,"vacant-for-sale-only and sold, not occupied housing units",PRICE ASKED,Housing Units
B25086,Housing,"vacant-for-sale-only and sold, not occupied housing units",AGGREGATE PRICE ASKED,Aggregate Price Asked
B25087,Housing,owner-occupied housing units,MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS,Housing Units
B25088,Housing,owner-occupied housing units,MEDIAN SELECTED MONTHLY OWNER COSTS  BY MORTGAGE STATUS,Median Selected Owner Costs
B25089,Housing,owner-occupied housing units,AGGREGATE SELECTED MONTHLY OWNER COSTS  BY MORTGAGE STATUS,Aggregate Selected Monthly Owner Costs
B25090,Housing,owner-occupied housing units,MORTGAGE STATUS BY AGGREGATE REAL ESTATE TAXES PAID,Housing Units
B25091,Housing,owner-occupied housing units,MORTGAGE STATUS BY SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Housing Units
B25092,Housing,owner-occupied housing units,MEDIAN SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Median Selected Owner Costs as % of Household Income
B25093,Housing,owner-occupied housing units,AGE OF HOUSEHOLDER BY SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Housing Units
B25094,Housing,owner-occupied housing units,SELECTED MONTHLY OWNER COSTS,Housing Units
B25095,Housing,owner-occupied housing units,HOUSEHOLD INCOME BY SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Housing Units
B25096,Housing,owner-occupied housing units,MORTGAGE STATUS BY VALUE,Housing Units
B25097,Housing,owner-occupied housing units,MORTGAGE STATUS BY MEDIAN VALUE,Housing Units
B25098,Housing,owner-occupied housing units,MORTGAGE STATUS BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Housing Units
B25099,Housing,owner-occupied housing units,MORTGAGE STATUS BY MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Housing Units
B25100,Housing,owner-occupied housing units,MORTGAGE STATUS BY RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Housing Units
B25101,Housing,owner-occupied housing units,MORTGAGE STATUS BY MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Housing Units
B25102,Housing,owner-occupied housing units,MORTGAGE STATUS BY REAL ESTATE TAXES PAID,Housing Units
B25103,Housing,owner-occupied housing units,MORTGAGE STATUS BY MEDIAN REAL ESTATE TAXES PAID,Housing Units
B25104,Housing,occupied housing units,MONTHLY HOUSING COSTS,Housing Units
B25105,Housing,occupied housing units with monthly housing cost,MEDIAN MONTHLY HOUSING COSTS,Median Housing Costs (Monthly)
B25105,Housing,occupied housing units with monthly housing costs,MEDIAN MONTHLY HOUSING COSTS,Median Housing Costs (Monthly)
B25106,Housing,occupied housing units,TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Housing Units
B25107,Housing,owner-occupied housing units,MEDIAN VALUE BY YEAR STRUCTURE BUILT,Median Home Value
B25108,Housing,owner-occupied housing units,AGGREGATE VALUE  BY YEAR STRUCTURE BUILT,Aggregate Home Value
B25109,Housing,owner-occupied housing units,MEDIAN VALUE BY YEAR HOUSEHOLDER MOVED INTO UNIT,Median Home Value
B25110,Housing,owner-occupied housing units,AGGREGATE VALUE  BY YEAR HOUSEHOLDER MOVED INTO UNIT,Aggregate Home Value
B25111,Housing,renter-occupied housing units paying cash rent,MEDIAN GROSS RENT BY YEAR STRUCTURE BUILT,Median Rent
B25112,Housing,renter-occupied housing units,AGGREGATE GROSS RENT  BY YEAR STRUCTURE BUILT,Aggregate Rent
B25113,Housing,renter-occupied housing units paying cash rent,MEDIAN GROSS RENT BY YEAR HOUSEHOLDER MOVED INTO UNIT,Median Rent
B25114,Housing,renter-occupied housing units,AGGREGATE GROSS RENT  BY YEAR HOUSEHOLDER MOVED INTO UNIT,Aggregate Rent
B25115,Housing,occupied housing units,TENURE BY HOUSEHOLD TYPE AND PRESENCE AND AGE OF OWN CHILDREN,Housing Units
B25116,Housing,occupied housing units,TENURE BY HOUSEHOLD SIZE BY AGE OF HOUSEHOLDER,Housing Units
B25117,Housing,occupied housing units,TENURE BY HOUSE HEATING FUEL,Housing Units
B25118,Housing,occupied housing units,TENURE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Housing Units
B25119,Housing,occupied housing units,MEDIAN HOUSEHOLD INCOME THE PAST 12 MONTHS  BY TENURE,Median Income (Household)
B25120,Housing,occupied housing units,AGGREGATE HOUSEHOLD INCOME IN THE PAST 12 MONTHS  BY TENURE AND MORTGAGE STATUS,Aggregate Income (Household)
B25121,Housing,owner-occupied housing units,HOUSEHOLD INCOME IN THE PAST 12 MONTHS  BY VALUE,Housing Units
B25122,Housing,renter-occupied housing units,HOUSEHOLD INCOME IN THE PAST 12 MONTHS  BY GROSS RENT,Housing Units
B25123,Housing,occupied housing units,TENURE BY SELECTED PHYSICAL AND FINANCIAL CONDITIONS,Housing Units
B25124,Housing,occupied housing units,TENURE BY HOUSEHOLD SIZE BY UNITS IN STRUCTURE,Housing Units
B25125,Housing,occupied housing units,TENURE BY AGE OF HOUSEHOLDER BY UNITS IN STRUCTURE,Housing Units
B25126,Housing,occupied housing units,TENURE BY AGE OF HOUSEHOLDER BY YEAR STRUCTURE BUILT,Housing Units
B25127,Housing,occupied housing units,TENURE BY YEAR STRUCTURE BUILT BY UNITS IN STRUCTURE,Housing Units
B25128,Housing,occupied housing units,TENURE BY AGE OF HOUSEHOLDER BY YEAR HOUSEHOLDER MOVED INTO UNIT,Housing Units
B25129,Housing,occupied housing units,TENURE BY YEAR HOUSEHOLDER MOVED INTO UNIT BY UNITS IN STRUCTURE,Housing Units
B26001,Group Quarters,population in group quarters,GROUP QUARTERS POPULATION,Individuals
B27001,Health Insurance,civilian noninstitutionalized population,HEALTH INSURANCE COVERAGE STATUS BY SEX BY AGE,Individuals
B27002,Health Insurance,civilian noninstitutionalized population,PRIVATE HEALTH INSURANCE STATUS BY SEX BY AGE,Individuals
B27003,Health Insurance,civilian noninstitutionalized population,PUBLIC HEALTH INSURANCE STATUS BY SEX BY AGE,Individuals
B27010,Health Insurance,civilian noninstitutionalized population,TYPES OF HEALTH INSURANCE COVERAGE BY AGE,Individuals
B27011,Health Insurance,civilian noninstitutionalized population 18 years and over,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS BY AGE,Individuals
B27015,Health Insurance,civilian population living in households,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS,Individuals
B27019,Health Insurance,civilian noninstitutionalized population 25 years and over,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY AGE BY EDUCATIONAL ATTAINMENT,Individuals
B27020,Health Insurance,civilian noninstitutionalized population,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY CITIZENSHIP STATUS,Individuals
B27022,Health Insurance,civilian noninstitutionalized population 19 to 25 years,HEALTH INSURANCE COVERAGE STATUS BY SEX BY ENROLLMENT STATUS FOR YOUNG ADULTS AGED 19 TO 25,Individuals
B27023,Health Insurance,civilian noninstitutionalized population 19 to 25 years,PRIVATE HEALTH INSURANCE BY SEX BY ENROLLMENT STATUS FOR YOUNG ADULTS AGED 19 TO 25,Individuals
C02003,Race,total population,DETAILED RACE,Individuals
C02003,Race,total population,RACE,Individuals
C07201,Residence Last Year - Migration,population 1 year and over living in a metropolitan statistical area in the united states,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES,Individuals
C07201PR,Residence Last Year - Migration,population 1 year and over living in a metropolitan statistical area in puerto rico,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO,Individuals
C07202,Residence Last Year - Migration,population 1 year and over living in a micropolitan statistical area in the united states,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--MICROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES,Individuals
C07203,Residence Last Year - Migration,population 1 year and over not living in a metropolitan or micropolitan statistical area in the united states,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--NOT METROPOLITAN OR MICROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES,Individuals
C08134,Journey to Work,workers 16 years and over who did not work at home,MEANS OF TRANSPORTATION TO WORK BY TRAVEL TIME TO WORK,Individuals
C08136,Journey to Work,workers 16 years and over who did not work at home,AGGREGATE TRAVEL TIME TO WORK  OF WORKERS BY MEANS OF TRANSPORTATION TO WORK,Aggregate Travel Time
C14007A,School Enrollment,white alone population 3 years and over,SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER,Individuals
C14007B,School Enrollment,black or african american alone population 3 years and over,SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER,Individuals
C14007C,School Enrollment,american indian and alaska native alone population 3 years and over,SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER,Individuals
C14007D,School Enrollment,asian alone population 3 years and over,SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER,Individuals
C14007E,School Enrollment,native hawaiian and other pacific islander alone population 3 years and over,SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER,Individuals
C14007F,School Enrollment,some other race alone population 3 years and over,SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER,Individuals
C14007G,School Enrollment,two or more races population 3 years and over,SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER,Individuals
C14007H,School Enrollment,"white alone, not hispanic or latino, population 3 years and over",SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER,Individuals
C14007I,School Enrollment,hispanic or latino population 3 years and over,SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER,Individuals
C15002A,Educational Attainment,white alone population 25 years and over,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,Individuals
C15002B,Educational Attainment,black or african american alone population 25 years and over,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,Individuals
C15002C,Educational Attainment,american indian and alaska native alone population 25 years and over,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,Individuals
C15002D,Educational Attainment,asian alone population 25 years and over,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,Individuals
C15002E,Educational Attainment,native hawaiian and other pacific islander alone population 25 years and over,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,Individuals
C15002F,Educational Attainment,some other race alone population 25 years and over,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,Individuals
C15002G,Educational Attainment,two or more races population 25 years and over,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,Individuals
C15002H,Educational Attainment,"white alone, not hispanic or latino population 25 years and over",SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,Individuals
C15002I,Educational Attainment,hispanic or latino population 25 years and over,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,Individuals
C15010,Educational Attainment,population 25 years and over with a bachelor's degree or higher attainment,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR FOR THE POPULATION 25 YEARS AND OVER,Field of Study
C15010A,Educational Attainment,white alone population 25 years and over with a bachelor's degree or higher attainment,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER,Field of Study
C15010B,Educational Attainment,black or african american alone population 25 years and over with a bachelor's degree or higher attainment,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER,Field of Study
C15010C,Educational Attainment,american indian and alaska native alone population 25 years and over with a bachelor's degree or higher attainment,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER,Field of Study
C15010D,Educational Attainment,asian alone population 25 years and over with a bachelor's degree or higher attainment,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER,Field of Study
C15010E,Educational Attainment,native hawaiian and other pacific islander alone population 25 years and over with a bachelor's degree or higher attainment,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER,Field of Study
C15010F,Educational Attainment,some other race alone population 25 years and over with a bachelor's degree or higher attainment,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER,Field of Study
C15010G,Educational Attainment,two or more races population 25 years and over with a bachelor's degree or higher attainment,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER,Field of Study
C15010H,Educational Attainment,"white alone, not hispanic or latino population 25 years and over with a bachelor's degree or higher attainment",FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER,Field of Study
C15010I,Educational Attainment,hispanic or latino population 25 years and over with a bachelor's degree or higher attainment,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER,Field of Study
C16001,Language,population 5 years and over,LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER,Individuals
C16002,Language,households,HOUSEHOLD LANGUAGE BY HOUSEHOLD LIMITED ENGLISH SPEAKING STATUS,Households
C17002,Poverty,population for whom poverty status is determined,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS,Individuals
C18108,Disability,civilian noninstitutionalized population,AGE BY NUMBER OF DISABILITIES,Individuals
C18120,Disability,civilian noninstitutionalized population 18 to 64 years,EMPLOYMENT STATUS BY DISABILITY STATUS,Individuals
C18121,Disability,civilian noninstitutionalized population 18 to 64 years,WORK EXPERIENCE BY DISABILITY STATUS,Individuals
C18130,Disability,civilian noninstitutionalized population for whom poverty status is determined,AGE BY DISABILITY STATUS BY POVERTY STATUS,Individuals
C18131,Disability,civilian noninstitutionalized population for whom poverty status is determined,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY DISABILITY STATUS,Individuals
C21001A,Veteran Status,white alone civilian population 18 years and over,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER,Individuals
C21001B,Veteran Status,black or african american alone civilian population 18 years and over,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER,Individuals
C21001C,Veteran Status,american indian and alaska native alone civilian population 18 years and over,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER,Individuals
C21001D,Veteran Status,asian alone civilian population 18 years and over,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER,Individuals
C21001E,Veteran Status,native hawaiian and other pacific islander alone civilian population 18 years and over,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER,Individuals
C21001F,Veteran Status,some other race alone civilian population 18 years and over,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER,Individuals
C21001G,Veteran Status,two or more races civilian population 18 years and over,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER,Individuals
C21001H,Veteran Status,"white alone, not hispanic or latino civilian population 18 years and over",SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER,Individuals
C21001I,Veteran Status,hispanic or latino civilian population 18 years and over,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER,Individuals
C21007,Veteran Status,civilian population 18 years and over for whom poverty status is determined,AGE BY VETERAN STATUS BY POVERTY STATUS IN THE PAST 12 MONTHS BY DISABILITY STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER,Individuals
C23002A,Employment Status,white alone population 16 years and over,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER,Individuals
C23002B,Employment Status,black or african american alone population 16 years and over,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER,Individuals
C23002C,Employment Status,american indian and alaska native alone population 16 years and over,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER,Individuals
C23002D,Employment Status,asian alone population 16 years and over,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER,Individuals
C23002E,Employment Status,native hawaiian and other pacific islander alone population 16 years and over,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER,Individuals
C23002F,Employment Status,some other race alone population 16 years and over,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER,Individuals
C23002G,Employment Status,two or more races population 16 years and over,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER,Individuals
C23002H,Employment Status,"white alone, not hispanic or latino population 16 years and over",SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER,Individuals
C23002I,Employment Status,hispanic or latino population 16 years and over,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER,Individuals
C24010,Industry-Occupation-Class of Worker,civilian employed population 16 years and over,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Individuals
C24010A,Industry-Occupation-Class of Worker,civilian employed white alone population 16 years and over,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Individuals
C24010B,Industry-Occupation-Class of Worker,civilian employed black or african american alone population 16 years and over,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Individuals
C24010C,Industry-Occupation-Class of Worker,civilian employed american indian and alaska native alone population 16 years and over,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Individuals
C24010D,Industry-Occupation-Class of Worker,civilian employed asian alone population 16 years and over,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Individuals
