q_id,Category,Universe,Question Name
B99126,Imputations,population 15 years and over,IMPUTATION OF YEAR LAST MARRIED FOR THE POPULATION 15 YEARS AND OVER
B99131,Imputations,women 15 to 50 years,IMPUTATION OF MARITAL STATUS FOR FEMALES 15 TO 50 YEARS
B99132,Imputations,women 15 to 50 years,IMPUTATION OF FERTILITY OF WOMEN 15 TO 50 YEARS
B99141,Imputations,population 3 years and over,IMPUTATION OF SCHOOL ENROLLMENT FOR THE POPULATION 3 YEARS AND OVER
B99142,Imputations,population 3 years and over enrolled in school,IMPUTATION OF GRADE ENROLLED FOR THE POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL
B99151,Imputations,population 25 years and over,IMPUTATION OF EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER
B99152,Imputations,population 25 years and over with a bachelor's degree or higher attainment,IMPUTATION OF FIELD OF DEGREE FOR POPULATION 25 YEARS AND OVER
B99161,Imputations,population 5 years and over,IMPUTATION OF LANGUAGE STATUS FOR THE POPULATION 5 YEARS AND OVER
B99162,Imputations,population 5 years and over,IMPUTATION OF LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER
B99163,Imputations,population 5 years and over,IMPUTATION OF ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER
B99171,Imputations,unrelated individuals 15 years and over for whom poverty status is determined,IMPUTATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS
B99172,Imputations,families,IMPUTATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES
B99181,Imputations,universe: civilian noninstitutionalized population,IMPUTATION OF DISABILITY ITEMS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION
B99182,Imputations,universe: civilian noninstitutionalized population,IMPUTATION OF HEARING DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION
B99183,Imputations,universe: civilian noninstitutionalized population,IMPUTATION OF VISION DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION
B99184,Imputations,universe: civilian noninstitutionalized population 5 years and over,IMPUTATION OF COGNITIVE DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION 5 YEARS AND OVER
B99185,Imputations,universe: civilian noninstitutionalized population 5 years and over,IMPUTATION OF AMBULATORY DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION 5 YEARS AND OVER
B99186,Imputations,universe: civilian noninstitutionalized population 5 years and over,IMPUTATION OF SELF-CARE DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION 5 YEARS AND OVER
B99187,Imputations,universe: civilian noninstitutionalized population 15 years and over,AGE BY IMPUTATION OF INDEPENDENT LIVING DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION 15 YEARS AND OVER
B99191,Imputations,population 15 years and over,IMPUTATION OF INDIVIDUALS' INCOME IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER - PERCENT OF INCOME IMPUTED
B99192,Imputations,households,IMPUTATION OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - PERCENT OF INCOME IMPUTED
B99193,Imputations,families,IMPUTATION OF FAMILY INCOME IN THE PAST 12 MONTHS -- PERCENT OF INCOME IMPUTED
B99194,Imputations,nonfamily households,IMPUTATION OF NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS -- PERCENT OF INCOME IMPUTED
B99201,Imputations,population 16 years and over,IMPUTATION OF EARNINGS IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER - PERCENT OF EARNINGS IMPUTED
B99211,Imputations,population 18 years and over,IMPUTATION OF VETERAN STATUS FOR THE POPULATION 18 YEARS AND OVER
B99212,Imputations,civilian veterans 18 years and over,IMPUTATION OF PERIOD OF MILITARY SERVICE FOR CIVILIAN VETERANS 18 YEARS AND OVER
B99221,Imputations,households,IMPUTATION OF FOOD STAMPS/SNAP RECEIPT
B99231,Imputations,population 16 years and over,IMPUTATION OF EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER
B99232,Imputations,population 16 years and over,IMPUTATION OF WORK STATUS IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER
B99233,Imputations,population 16 years and over,IMPUTATION OF USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER
B99234,Imputations,population 16 years and over,IMPUTATION OF WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER
B99241,Imputations,civilian employed population 16 years and over,IMPUTATION OF INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
B99242,Imputations,civilian employed population 16 years and over,IMPUTATION OF OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
B99243,Imputations,civilian employed population 16 years and over,IMPUTATION OF CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
B99244,Imputations,"full-time, year-round civilian employed population 16 years and over","IMPUTATION OF INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER"
B99245,Imputations,"full-time, year-round civilian employed population 16 years and over","IMPUTATION OF OCCUPATION FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER"
B99246,Imputations,"full-time, year-round civilian employed population 16 years and over","IMPUTATION OF CLASS OF WORKER FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER"
B992510,Imputations,housing units,IMPUTATION OF KITCHEN FACILITIES
B992511,Imputations,occupied housing units,IMPUTATION OF HOUSE HEATING FUEL
B992512,Imputations,occupied housing units,IMPUTATION OF VEHICLES AVAILABLE
B992513,Imputations,occupied housing units,IMPUTATION OF TELEPHONE SERVICE AVAILABLE
B992514,Imputations,renter-occupied housing units paying cash rent,IMPUTATION OF MEALS INCLUDED IN RENT
B992515,Imputations,renter-occupied housing units,IMPUTATION OF CONTRACT RENT
B992516,Imputations,"vacant-for-rent and rented, not occupied housing units",IMPUTATION OF RENT ASKED
B992518,Imputations,renter-occupied housing units,IMPUTATION OF GROSS RENT
B992519,Imputations,owner-occupied housing units,IMPUTATION OF VALUE
B99252,Imputations,occupied housing units,IMPUTATION OF TENURE
B992520,Imputations,"vacant-for-sale-only and sold, not occupied housing units",IMPUTATION OF PRICE ASKED
B992521,Imputations,owner-occupied housing units,IMPUTATION OF MORTGAGE STATUS
B992522,Imputations,owner-occupied housing units,IMPUTATION OF MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS
B992523,Imputations,owner-occupied housing units,IMPUTATION OF SELECTED MONTHLY OWNER COSTS FOR OWNER-OCCUPIED HOUSING UNITS
B99253,Imputations,vacant housing units,IMPUTATION OF VACANCY STATUS
B99254,Imputations,housing units,IMPUTATION OF ROOMS
B99255,Imputations,housing units,IMPUTATION OF UNITS IN STRUCTURE
B99256,Imputations,housing units,IMPUTATION OF YEAR STRUCTURE BUILT
B99257,Imputations,occupied housing units,IMPUTATION OF YEAR HOUSEHOLDER MOVED INTO UNIT
B99258,Imputations,housing units,IMPUTATION OF BEDROOMS
B99259,Imputations,housing units,IMPUTATION OF PLUMBING FACILITIES
B992701,Imputations,universe: civilian noninstitutionalized population,IMPUTATION OF HEALTH INSURANCE COVERAGE
B992702,Imputations,universe: civilian noninstitutionalized population,IMPUTATION OF PRIVATE HEALTH INSURANCE
B992703,Imputations,universe: civilian noninstitutionalized population,IMPUTATION OF PUBLIC HEALTH INSURANCE
B992704,Imputations,civilian noninstitutionalized population,IMPUTATION OF EMPLOYER-BASED HEALTH INSURANCE
B992705,Imputations,civilian noninstitutionalized population,IMPUTATION OF DIRECT-PURCHASE HEALTH INSURANCE
B992706,Imputations,civilian noninstitutionalized population,IMPUTATION OF MEDICARE COVERAGE
B992707,Imputations,civilian noninstitutionalized population,IMPUTATION OF MEDICAID/MEANS-TESTED PUBLIC COVERAGE
B992708,Imputations,civilian noninstitutionalized population,IMPUTATION OF TRICARE/MILITARY HEALTH COVERAGE
B992709,Imputations,civilian noninstitutionalized population,IMPUTATION OF VA HEALTH CARE
